Expense ID,Description,Cost,Currency Code,Date,Created By,expense_type
3282372765,PlayStation arcade gaming lounge,2352.16,INR,2023-11-29T21:21:02Z,Aditi Singh,entertainment
3282196412,deus sat,520.46,INR,2024-05-25T20:08:13Z,Rahul Pardasani,payment
3280412665,Gym membership monthly fee,1399.86,INR,2023-09-03T08:14:17Z,Siddharth Shukla,miscellaneous
3285588100,Udemy course subscription for Machine Learning,56.59,INR,2023-09-22T22:33:06Z,Dingal,education
3285633343,Bowling alley games Smaash,2142.77,INR,2024-02-05T06:14:32Z,Siddharth Shukla,entertainment
3288021996,Repay debt cleared dude,1684.94,INR,2024-04-25T19:17:49Z,Aditi Singh,payment
3287162265,Engineering graphics prints,503.95,INR,2024-05-16T23:33:30Z,saumya bansal,education
3286061984,settled all dues and balances,2497.43,INR,2024-08-04T13:22:26Z,saumya bansal,payment
3289548030,drinks fri,1839.16,INR,2024-12-08T13:24:29Z,Siddharth Shukla,entertainment
3287403341,Gym membership monthly fee,526.31,INR,2025-01-02T14:02:34Z,Prajwal sharma,miscellaneous
3281466402,Fruit jice and shakes,1475.88,INR,2024-06-03T02:50:41Z,saumya bansal,food
3284478964,assignmet fri,27.61,INR,2024-03-17T11:46:11Z,saumya bansal,education
3280984109,bought project referene book,176.92,INR,2023-10-26T01:34:12Z,Prajwal sharma,education
3286838936,Cab fare back home,168.14,INR,2024-12-01T14:34:15Z,Rahul Pardasani,transportation
3283961142,Uber auto daily commute,74.38,INR,2023-07-12T14:17:31Z,Rahul Pardasani,transportation
3289955969,Paid back for food and dinner,3053.84,INR,2023-02-19T23:14:35Z,Ronak Khemka,payment
3288995893,dentist doctor consultation clinic,1323.84,INR,2023-06-12T03:24:51Z,Suhani Gupta,miscellaneous
3282079054,Standup comedy show tickets,2231.15,INR,2024-02-04T20:25:54Z,Suhani Gupta,entertainment
3286773635,Coding bootcamp course fee,172.81,INR,2024-11-12T22:24:27Z,Rahul Pardasani,education
3286453389,Sandwiich and fruit pack,309.5,INR,2023-03-30T00:39:15Z,Dingal,food
3287207601,DRINKS AND FOOD LOUNGE BAR,2630.69,INR,2024-12-10T05:23:04Z,saumya bansal,entertainment
3289612949,earphones wed,888.15,INR,2024-04-24T23:17:03Z,Dingal,miscellaneous
3280460940,cab fare included in dinner bill...,831.9,INR,2024-05-29T01:49:21Z,Raina,food
3289324896,Lunch box shared with friends,813.14,INR,2025-02-15T06:09:39Z,Rahul Pardasani,food
3286877546,flight ticket bokoing holidays...,416.75,INR,2025-05-30T19:59:24Z,Rahul Pardasani,transportation
3282692189,coke and chips party,1082.87,INR,2023-10-06T21:09:07Z,Aditi Singh,food
3283823131,Supermarket home supplies groceries,492.38,INR,2023-10-06T07:47:04Z,Dingal,miscellaneous
3285685187,"Parking charges at Mall,,,",438.64,USD,2025-01-27T13:29:41Z,Raina,transportation
3288637158,Burger Kig meal prpe!!,977.84,INR,2024-06-16T14:25:00Z,saumya bansal,food
3285893956,"UBER RIDE TO MARKET,,,",118.78,INR,2024-10-23T23:06:10Z,Raina,transportation
3286713864,BARBER,1473.8,INR,2024-11-21T17:24:41Z,Aditi Singh,miscellaneous
3289234774,ola ride splitwise settlement,100.47,INR,2025-06-01T10:17:21Z,saumya bansal,transportation
3283903413,Maggi and cold drink evening,426.02,INR,2023-10-29T08:56:21Z,Rahul Pardasani,food
3289314742,settled movie ticket balance,2556.41,INR,2023-11-16T08:22:32Z,Aditi Singh,payment
3114044530,Fri morn cab,287,INR,2024-05-10T13:08:12Z,saumya bansal,transportation
3283418926,textbook for dsa course,106.47,INR,2023-02-20T23:03:34Z,Dingal,education
3282718062,Netflix subscription share monthly,2988.18,INR,2024-03-05T04:39:00Z,Siddharth Shukla,entertainment
3280791136,Ola auto to metro statin,283.19,INR,2024-11-17T01:35:11Z,saumya bansal,transportation
3283274580,TRANSFER TO ROM RENT LANDLORD,2758.57,INR,2023-08-29T23:49:29Z,Suhani Gupta,payment
3281932311,canteen printout copy sheets!!,31.77,INR,2024-04-26T01:23:10Z,Rahul Pardasani,education
3288374562,Coursera specialization monthly fee,260.8,INR,2024-02-26T21:50:48Z,Suhani Gupta,education
3288599515,Supermarket home supplies grooceries,535.76,INR,2023-11-08T22:18:26Z,Aditi Singh,miscellaneous
3286459688,Weekend getaway entry fee.,2393.79,INR,2023-09-25T04:09:31Z,Rahul Pardasani,entertainment
3280896872,Cleared all pending debts Splitwise.,285.89,INR,2023-04-10T16:54:31Z,Rohil Chaturvedi,payment
3288344785,Morning auto fare colleege!!?,217.46,INR,2025-02-08T11:41:43Z,Ronak Khemka,transportation
3281464286,UPI payment settlmeent to friend,1797.54,INR,2025-02-22T07:14:34Z,Raina,payment
3284748612,ipl,2786.51,INR,2024-08-13T14:11:06Z,Rahul Pardasani,entertainment
3281221668,lunch box shared with friends,786.77,INR,2023-06-25T06:13:46Z,Rohil Chaturvedi,food
3281002803,bal,158.3,INR,2023-01-06T21:16:13Z,Rohil Chaturvedi,payment
3280326111,uber eats delivery charges,727.35,INR,2024-12-20T17:32:28Z,Raina,food
3280802081,Uber auto daily commute,127.69,INR,2023-07-06T22:11:53Z,Rohil Chaturvedi,transportation
3282257144,Dinner at Haldirams with frends,126.03,INR,2025-02-19T08:59:48Z,Ronak Khemka,food
1671812096,Maggi and cold drink evening,1193.62,INR,2023-01-18T15:23:05Z,Raina,food
3285424491,Bus ticket to city cetner,35.74,INR,2023-05-28T14:17:21Z,Aditi Singh,transportation
3285196382,Tuk tuk fare station,178.52,INR,2024-01-19T18:13:54Z,Aditi Singh,transportation
3285552680,settled movie ticket balance,695.84,INR,2024-10-03T17:36:31Z,Aditi Singh,payment
3280496255,Settle balance for movie ticket,874.39,INR,2025-05-18T20:02:36Z,Rahul Pardasani,payment
3287188639,Setle all remaining balances,707.39,INR,2024-05-12T21:48:24Z,Ronak Khemka,payment
3288164630,spotify premium family plan,693.53,USD,2024-05-20T21:59:47Z,Dingal,entertainment
3283798563,Lab manual prints and binding??,18.68,INR,2023-05-25T03:21:02Z,Rahul Pardasani,education
3288177314,GYM,1647.13,USD,2023-11-10T02:50:37Z,Dingal,miscellaneous
3289247137,SENT BACK BORROWED MONEY CASH,1005.5,INR,2024-04-16T22:05:56Z,Rohil Chaturvedi,payment
3282151844,repayment share,700.32,INR,2025-03-27T12:42:17Z,Rohil Chaturvedi,payment
3284784193,"monthly,,,",203.27,INR,2024-05-28T20:22:57Z,Ronak Khemka,miscellaneous
3289296759,fare bill,56.75,INR,2025-02-26T23:04:31Z,Rohil Chaturvedi,transportation
3287660352,IPL match tickets stadium,2057.74,INR,2024-07-31T20:02:20Z,Rahul Pardasani,entertainment
3282890386,salon,139.21,INR,2023-08-08T00:07:27Z,Rahul Pardasani,miscellaneous
2747672229,Exhibition chocolates,600,INR,2023-10-29T07:19:17Z,Raina,entertainment
3286533120,Chaat papdi street food,589.08,INR,2024-11-14T06:06:16Z,Suhani Gupta,food
3288315841,cash back for gig tickets,302.67,INR,2023-07-18T19:54:50Z,Dingal,payment
3285973638,upi!!,3265.25,INR,2024-08-17T17:22:25Z,Dingal,payment
3284799415,Amazon delivery package online buy,1723.87,INR,2024-02-04T01:04:20Z,Rahul Pardasani,miscellaneous
3283409012,settle entertainment expenses splitwise,3163.96,INR,2024-12-19T21:55:21Z,Dingal,payment
3289488249,biryani,221.13,INR,2023-12-12T08:44:27Z,Prajwal sharma,food
3284699173,idk,136.8,INR,2024-12-14T03:30:50Z,Rohil Chaturvedi,entertainment
3287622949,Paid back for food and dinner.,939.2,INR,2023-11-15T18:01:12Z,Suhani Gupta,payment
3285563619,same as before,506.72,USD,2023-12-16T16:49:49Z,Rahul Pardasani,education
3286530718,canteen lunh notes prints - split,1092.98,INR,2023-03-04T05:10:49Z,Siddharth Shukla,food
3283954064,Samosa chai party canteen,1064.96,INR,2023-11-17T11:53:11Z,Prajwal sharma,food
3289524918,show,992.55,INR,2023-08-11T18:26:02Z,Raina,entertainment
3282724355,Lab manual prints and bindnig,261.54,INR,2024-11-27T23:25:41Z,Ronak Khemka,education
3280280181,Starbucks cold brew coffee,1407.12,INR,2024-01-12T19:13:50Z,saumya bansal,food
3282771283,cleared grocery delivery balance,1005.62,INR,2024-02-23T23:49:59Z,Rahul Pardasani,payment
3280232634,Textbook for Semester 4 course,85.49,INR,2024-02-18T13:08:12Z,Aditi Singh,education
3286498800,PAYMENT FOR NETFLIX SUBSCRIPTION SHARE,2965.49,INR,2025-04-26T17:12:34Z,Siddharth Shukla,payment
3281383187,cab fare included in food billl,1131.47,INR,2025-02-11T16:54:10Z,Rahul Pardasani,food
3285988298,cash,585.89,INR,2023-12-31T22:10:29Z,saumya bansal,payment
3280524128,House party drinks beer,1937.22,INR,2023-02-09T05:10:57Z,Dingal,entertainment
3286555506,same as before,1858.7,INR,2023-10-27T23:57:47Z,Suhani Gupta,entertainment
3286124762,old one,473.29,INR,2023-09-03T04:59:42Z,Rohil Chaturvedi,miscellaneous
3287243693,paid fri,2488.41,INR,2024-01-04T02:52:18Z,Ronak Khemka,payment
3282287590,Arcade games tickets play zone,1066.28,USD,2024-01-16T22:25:42Z,Siddharth Shukla,entertainment
3280104259,flight tues,241.21,INR,2023-05-13T16:10:37Z,Rahul Pardasani,transportation
3284945646,dj night uber ride,1417.09,INR,2024-11-08T03:12:09Z,Rohil Chaturvedi,entertainment
3287960758,samosa chai party canteen,672.69,INR,2023-01-13T09:27:38Z,Rahul Pardasani,food
3286006852,Chicken biryani pack,783.55,INR,2024-08-28T18:39:39Z,Rohil Chaturvedi,food
3289113034,flipkart sat,954.91,INR,2025-03-25T21:11:53Z,Prajwal sharma,miscellaneous
3287781090,DJ night entry ticket,303.66,INR,2023-10-18T21:38:17Z,Raina,entertainment
3283513911,cab to bookshop for textbook,259.1,INR,2023-07-15T18:35:32Z,Rohil Chaturvedi,education
3280673007,rapido morn.,45.56,INR,2025-04-10T06:47:22Z,Dingal,transportation
3286813708,Drinks and food lounge bar,960.67,INR,2025-02-15T13:17:10Z,Rohil Chaturvedi,entertainment
3284243928,Earphones replacement purchase,57.76,INR,2023-04-21T00:36:35Z,Rohil Chaturvedi,miscellaneous
3289305969,FLIGHHT TICEKT BOOKING HOLIDAYS,398.44,INR,2023-01-06T20:15:15Z,Aditi Singh,transportation
3284331928,gym protein shake canteen,699.01,INR,2023-02-22T05:46:59Z,Rohil Chaturvedi,food
3285430909,BIRTHDAY GIFT DELIVERY CAB!!?,1448.86,INR,2025-04-20T05:49:55Z,Raina,miscellaneous
3282740687,cab to restaurant dinner,1344.57,INR,2024-08-10T19:05:40Z,Aditi Singh,food
3285459948,random,171.26,INR,2025-03-19T06:47:29Z,Suhani Gupta,miscellaneous
3282931503,SENT BACK BORROWED MONEY CASH,3324.56,INR,2023-12-22T07:42:09Z,Siddharth Shukla,payment
3281310435,amazon share,1410.99,INR,2024-09-08T05:02:39Z,Rahul Pardasani,miscellaneous
3286013269,earphones replacement purchase,118.83,INR,2025-02-06T09:26:59Z,Prajwal sharma,miscellaneous
3288109320,Metro ticket ride,327.74,INR,2024-03-21T10:48:53Z,Raina,transportation
3287226375,amazon order phone cover charger,647.9,INR,2024-05-24T11:10:02Z,saumya bansal,miscellaneous
3286451489,cannteen break study session snaks,412.27,INR,2025-01-21T22:36:05Z,Rohil Chaturvedi,education
3289700593,Spiral binding lab report,212.34,INR,2024-11-27T02:18:37Z,Ronak Khemka,education
3286764999,wter bottle set room.,623.88,INR,2024-11-01T16:02:05Z,Rahul Pardasani,miscellaneous
3281249659,personal,285.24,INR,2025-01-09T17:51:17Z,Prajwal sharma,education
3280410429,stationary shop paytm bill,541.25,INR,2024-07-11T13:39:24Z,Ronak Khemka,education
3284617280,Gaming zone entry ticket,493.44,INR,2024-09-19T18:16:38Z,Dingal,entertainment
3284689971,khana,496.01,INR,2025-02-07T14:04:32Z,Suhani Gupta,food
3285180873,Ola auto to metro station,45.89,INR,2025-05-29T23:56:23Z,Aditi Singh,transportation
3283515080,cab fare to dentist clinic,110.32,INR,2023-12-30T11:18:57Z,Siddharth Shukla,miscellaneous
3286715048,Room rent payment settlement - split,1633.1,INR,2023-11-02T23:35:15Z,Prajwal sharma,payment
3280682635,last weeek,76.06,INR,2024-10-26T20:53:58Z,Dingal,miscellaneous
3289232937,"McD burrger and fries,,,",372.67,INR,2023-10-26T13:06:01Z,Ronak Khemka,food
3289944867,flight ticket to project presentation,146.69,INR,2023-12-18T14:45:35Z,Prajwal sharma,transportation
3283755178,Concert entry tickets live show,1654.63,INR,2023-06-13T10:27:25Z,Ronak Khemka,entertainment
3286718347,Repayment for cab share,2479.47,INR,2024-01-20T04:11:33Z,Rohil Chaturvedi,payment
3287196277,show,373.82,INR,2024-06-06T11:37:01Z,Prajwal sharma,entertainment
3284756959,Ola bike evenign commute,415.22,INR,2023-12-15T12:26:26Z,Aditi Singh,transportation
3282923178,Dinner at Pizza Hut with friends,778.77,USD,2023-01-19T13:18:46Z,saumya bansal,food
3284478799,gym membership monthly fee - split,796.38,INR,2024-12-01T13:42:43Z,Raina,miscellaneous
3289700977,cab to restaurant food,429.56,USD,2023-01-31T07:39:17Z,Suhani Gupta,food
3283326529,Fruit juice and shakes - split,1330.24,INR,2023-10-20T10:07:00Z,Rahul Pardasani,food
3289095410,Snacks and chiips for study session,1223.18,INR,2023-02-17T11:37:10Z,Siddharth Shukla,food
3283131043,Coding bootcamp course fee,507.8,INR,2023-03-08T18:14:39Z,saumya bansal,education
3288810890,Maggi and cold drikn evening,1070.36,INR,2024-09-19T23:19:09Z,saumya bansal,food
3282359296,Toll plaza setl national highway,296.52,INR,2024-04-30T14:13:20Z,Suhani Gupta,transportation
3285794163,recharge,500.43,INR,2024-07-03T07:55:59Z,Aditi Singh,miscellaneous
3282188796,Electricity bill share apartment,171.29,USD,2024-06-04T11:40:57Z,Rohil Chaturvedi,miscellaneous
3282415172,"xerox wed,,,",408.23,INR,2023-04-30T20:29:11Z,Dingal,education
3280122079,flight ticket to projject presentation,254.43,INR,2023-06-01T07:27:37Z,Siddharth Shukla,transportation
3280444896,barber,788.46,INR,2023-12-29T16:45:59Z,Prajwal sharma,miscellaneous
2416625013,Netflix subscription share monthly,2916.2,INR,2023-03-16T10:52:29Z,Dingal,entertainment
3289736496,EMERGNECY,933.98,INR,2024-11-27T22:15:18Z,Rohil Chaturvedi,payment
3282214519,last week,1033.43,INR,2023-01-24T10:31:23Z,saumya bansal,entertainment
3283940961,lnch,400.41,INR,2024-07-24T15:39:16Z,Suhani Gupta,food
3289738848,SEMINAR EVE,184.08,INR,2023-04-22T20:15:44Z,Raina,education
3284813138,sandwich and fruit pack,855.62,INR,2023-10-24T04:38:20Z,Siddharth Shukla,food
3284686201,Medicines from Apollo pharmcy,1438.2,INR,2024-04-24T02:28:20Z,Raina,miscellaneous
3289006284,Cough syrup and cold medicines,1753.99,INR,2023-02-02T13:29:08Z,Raina,miscellaneous
3283094074,Starbucks cold brew coffee,1057.16,INR,2025-03-09T12:51:42Z,Raina,food
3286743494,zomato morn,203.51,USD,2023-07-11T12:20:40Z,Prajwal sharma,food
3283588716,cab to restaurant dinner,870.75,INR,2023-04-07T17:40:54Z,Dingal,food
3284032588,new one,2661.05,INR,2024-09-17T16:07:35Z,Rahul Pardasani,entertainment
3280864358,Laundry washing and ironinng bill,838.0,INR,2023-04-06T15:44:36Z,saumya bansal,miscellaneous
3284752331,show share,1013.13,INR,2023-10-10T04:00:47Z,Prajwal sharma,entertainment
3287221535,splitwise blnc food and cab,2394.29,INR,2023-08-24T01:16:26Z,saumya bansal,payment
3287194666,Metro ticket ride,258.98,INR,2023-09-01T17:31:38Z,Dingal,transportation
3289869804,Settle all remaining balances,2724.68,INR,2024-02-23T08:49:01Z,Dingal,payment
3280201338,Research paper pritnout for seminar,426.3,INR,2023-02-12T23:56:09Z,Rahul Pardasani,education
3288229476,Movie ticket bookmyshow cinema,508.2,INR,2023-03-10T17:04:17Z,Siddharth Shukla,entertainment
3288762807,Prnt notes fom library!!,201.45,INR,2023-06-22T18:04:49Z,Suhani Gupta,education
3282165443,metro card xerox notes??,548.33,INR,2024-09-11T21:05:47Z,Suhani Gupta,education
3287502014,pharmacy medicine delivery uber,1342.59,INR,2023-01-18T15:52:51Z,Siddharth Shukla,miscellaneous
3284560000,Laundry washing and ironing bill!!?,364.74,INR,2023-04-22T10:03:25Z,Suhani Gupta,miscellaneous
3280913546,Arcade games tickets play zone,147.09,INR,2025-05-05T02:41:56Z,Siddharth Shukla,entertainment
3285443369,Python programming print notes,127.49,INR,2024-11-08T12:46:41Z,Aditi Singh,education
3286862461,Theme park ticket amusement ride,130.11,INR,2023-11-05T11:05:28Z,Dingal,entertainment
3282702424,Assignment prints urgent,55.91,INR,2023-10-15T09:49:07Z,Aditi Singh,education
3288581253,uber bill,340.21,INR,2025-03-22T00:09:49Z,Dingal,transportation
3282631661,ola,219.66,INR,2024-09-08T17:55:12Z,Siddharth Shukla,transportation
3284394332,Cleared all pending debts Splitwise,359.68,INR,2024-12-30T05:09:16Z,Ronak Khemka,payment
3289179014,daily,396.62,INR,2025-01-13T06:49:35Z,Aditi Singh,education
3281266656,gaming zone recharge card,587.47,INR,2023-10-12T03:54:59Z,Rohil Chaturvedi,entertainment
3282247128,Stationery notebook and pens,341.14,USD,2023-05-16T04:30:48Z,Ronak Khemka,education
3283807195,sent eve,532.92,INR,2024-06-01T05:00:23Z,Raina,payment
3280568607,shoe reapir near restaurant,1755.55,INR,2023-09-19T19:21:21Z,Aditi Singh,miscellaneous
3281235125,Supermarekt home supplies groceries,317.64,INR,2024-12-25T11:31:15Z,Rohil Chaturvedi,miscellaneous
3283244450,uber ride to railway station,180.05,INR,2024-02-27T01:11:55Z,Rohil Chaturvedi,transportation
3280508439,yesterday,1244.69,USD,2023-08-06T17:08:17Z,saumya bansal,food
3282016571,"paid for lab manual binding,,,",358.34,INR,2024-01-22T07:36:27Z,Rohil Chaturvedi,education
3280279559,Ride share petrol cost split!!,366.74,INR,2023-06-12T23:31:18Z,Suhani Gupta,transportation
2747669874,Entry ticket ,6400,INR,2023-10-29T07:17:31Z,Suhani Gupta,entertainment
3286823314,UPI payment settlement to friend,2057.41,INR,2024-11-03T09:27:45Z,Dingal,payment
3288961008,Balance settlement cleared out,2289.54,INR,2024-05-12T19:58:23Z,Dingal,payment
3286210493,IPL maatch tickets stadium,2763.44,INR,2025-05-21T22:14:41Z,Raina,entertainment
3289302487,Water bottle set room,1682.4,INR,2025-05-06T02:51:19Z,Prajwal sharma,miscellaneous
3289708483,"Amazon delivery package online buy,,,",456.67,INR,2024-11-14T14:25:19Z,Siddharth Shukla,miscellaneous
3286189831,Earphones replacement pruchase,711.47,INR,2024-01-16T03:00:50Z,Siddharth Shukla,miscellaneous
3284407089,Room rent share utility bills,1238.88,INR,2023-10-21T06:48:20Z,Rahul Pardasani,miscellaneous
3280288656,Dinner at Waffle House with friends,175.36,INR,2023-10-14T19:53:43Z,Siddharth Shukla,food
3287515469,textbook,484.85,INR,2023-06-23T05:45:53Z,Rahul Pardasani,education
3288217637,things,1797.81,INR,2023-12-13T21:40:32Z,Aditi Singh,miscellaneous
3285520812,Dinner at Pizza Hut with friends,212.64,INR,2023-06-11T20:40:06Z,Ronak Khemka,food
3280809225,doctor sat,1579.41,INR,2023-10-02T11:35:34Z,Ronak Khemka,miscellaneous
3284614833,Sent back borrowed money cash.,409.0,INR,2023-07-18T14:26:29Z,Suhani Gupta,payment
3281203323,metro,156.0,INR,2024-03-26T14:54:19Z,Suhani Gupta,transportation
3287797123,McD burgeer and fries,344.19,INR,2024-09-24T03:26:59Z,Rahul Pardasani,food
3280809068,Room cleaning supplies sweep,1411.46,INR,2023-06-13T06:01:04Z,Ronak Khemka,miscellaneous
3287283755,patym to friend for food,2601.71,USD,2024-05-21T13:08:10Z,Prajwal sharma,payment
3281092126,recharge share,286.1,INR,2025-03-06T21:03:52Z,Aditi Singh,miscellaneous
3283910014,Room keys duplication lock,1744.03,INR,2023-05-22T04:35:39Z,Rahul Pardasani,miscellaneous
3285594836,toay morning,253.77,INR,2024-12-28T14:02:55Z,Ronak Khemka,education
1370670467,Lunch with group at Haldirams,1241.63,USD,2023-09-01T03:57:00Z,Rahul Pardasani,food
3287955433,Amazon delivery package online buy,819.12,INR,2023-07-21T23:50:41Z,Prajwal sharma,miscellaneous
3283560415,Cab 26 evening ride!!?,156.54,INR,2023-02-27T14:20:18Z,Aditi Singh,transportation
3285528109,TRAIN!!,79.35,INR,2024-09-30T03:01:52Z,Dingal,transportation
3283152143,Weekend getaway entry fee,2423.49,USD,2023-10-20T17:29:43Z,Ronak Khemka,entertainment
3287833638,dj night uber riide,1527.79,INR,2023-11-01T00:40:30Z,Prajwal sharma,entertainment
3283206373,KFC chicken bucket,1114.45,USD,2025-03-27T03:10:20Z,Raina,food
3283018609,Paid bck for grocery contribution,2801.41,INR,2023-10-21T05:14:24Z,Dingal,payment
3289573497,SETTLE BALANCE FOR MOIVE TICKET,1373.33,INR,2024-01-10T06:29:24Z,Suhani Gupta,payment
3288846295,Room keys duplication lock,331.93,INR,2024-01-21T13:47:24Z,Rohil Chaturvedi,miscellaneous
3286859971,Mionr projcet report print,210.81,INR,2024-02-02T10:19:22Z,Rohil Chaturvedi,education
3289189319,"Tutorial notes copy shop,,,",465.39,INR,2024-03-30T16:58:34Z,Siddharth Shukla,education
3280518126,gift for friend birthday paarty,1577.99,INR,2023-04-03T20:13:39Z,Suhani Gupta,miscellaneous
3286813894,THEME PARK TICKET AMUSEMENT RIDE,2973.98,INR,2023-06-29T19:35:51Z,saumya bansal,entertainment
3285505925,laundry bill payment,3273.88,INR,2024-04-03T21:48:06Z,Prajwal sharma,payment
3289570390,"Spotify premium family plan,,,",2617.58,INR,2023-04-17T21:13:43Z,Suhani Gupta,entertainment
3284693758,upi payment settlement to friend,3037.25,INR,2024-06-25T05:48:38Z,Rohil Chaturvedi,payment
3280596212,CAB TO BOKSHOP FOR TEXTBOOK,265.26,INR,2023-05-28T16:24:18Z,Suhani Gupta,education
3285969961,Museum exhibition entry pass,839.28,INR,2023-09-05T09:26:21Z,Raina,entertainment
3286187835,spotify wed,1750.0,INR,2024-05-31T08:27:12Z,saumya bansal,entertainment
3285632485,weekend getaway entry fee,1186.83,INR,2025-05-23T06:54:52Z,Aditi Singh,entertainment
3283625645,Drawing board and sheets lab,91.38,INR,2025-05-25T19:30:56Z,Raina,education
3285725777,Chai and samosa at canteen.,282.39,INR,2023-12-12T11:27:13Z,Raina,food
2971665741,Cp fooddd,105,INR,2023-10-25T08:33:57Z,Suhani Gupta,food
3289525302,flight,205.06,INR,2024-01-22T10:14:15Z,Rahul Pardasani,transportation
3286780400,paytm to friend for fodo,2769.56,INR,2023-05-06T13:53:42Z,Aditi Singh,payment
3285814228,standup sow dinner afterwards,732.11,INR,2023-12-12T19:39:02Z,Aditi Singh,entertainment
3280025066,Transfer to account cleared,1417.63,INR,2025-02-18T02:29:06Z,Rahul Pardasani,payment
3280447849,Flight ticket booking holidays,284.38,USD,2023-02-04T02:52:47Z,Aditi Singh,transportation
3286663810,Laundry washing and ironing bill - split,1491.13,INR,2025-01-21T17:08:53Z,Raina,miscellaneous
3289701727,club entry and cab bakc,1116.65,INR,2023-11-16T16:32:32Z,Rohil Chaturvedi,entertainment
3282272182,launddry blil paymet,2353.39,INR,2025-05-03T06:59:35Z,Siddharth Shukla,payment
3283332662,Standup comedy show tickets,309.73,INR,2023-05-01T04:43:21Z,Rahul Pardasani,entertainment
3282455045,Splitwise settlement payemnt transfer,2490.02,INR,2024-10-19T14:09:42Z,Siddharth Shukla,payment
3280473171,Balance settlement cleard out,1815.29,INR,2023-04-16T03:14:16Z,Rahul Pardasani,payment
3287399774,Maths textbook photocopy,64.18,INR,2024-10-17T18:01:19Z,saumya bansal,education
3281620779,amazon bill,1338.93,INR,2024-06-08T01:00:42Z,Prajwal sharma,miscellaneous
3280224245,standup sohw dinner aferwards,2014.86,INR,2023-03-30T00:55:29Z,Dingal,entertainment
3281611203,paid back for grocerry contribution...,2807.39,INR,2024-07-12T15:12:56Z,saumya bansal,payment
1832734173,Cab 4.8.22 eve,150,INR,2022-08-04T12:07:15Z,Rahul Pardasani,transportation
3289005410,evening thing,297.33,INR,2024-09-19T07:17:23Z,Dingal,food
3287113429,Rapido bike ride campus,391.26,INR,2023-05-10T19:01:32Z,Raina,transportation
3288612200,Settled balnace on Splitwise app,629.96,INR,2023-01-12T01:50:26Z,Aditi Singh,payment
3288541098,Ola bike evening commute,32.94,INR,2023-01-18T07:45:20Z,Siddharth Shukla,transportation
3283237614,Weekly cab expenses!!?,409.09,INR,2024-12-19T07:38:01Z,Rahul Pardasani,transportation
3289626577,pending,436.15,INR,2023-01-18T18:58:58Z,Rohil Chaturvedi,transportation
3289049446,Scientific calculator for exam,166.61,INR,2024-07-21T05:47:15Z,Rohil Chaturvedi,education
3281058337,Cab 26 evening ride!!?,53.87,INR,2024-03-22T18:57:12Z,Rohil Chaturvedi,transportation
3286231624,doctor visit and cab fare,410.81,INR,2025-05-15T03:38:43Z,Aditi Singh,miscellaneous
3286992275,Scientific calculator for exam,384.3,USD,2024-04-30T21:39:47Z,Prajwal sharma,education
3284201895,"library membershhip fine pament,,,",498.46,INR,2023-09-21T07:46:01Z,Ronak Khemka,education
3287426575,MOVIE TCIKET BOOKMYSHOW CINEMA,517.06,INR,2023-11-27T10:41:38Z,Rahul Pardasani,entertainment
3285686625,Spotify premium family plan,176.63,INR,2023-02-19T03:25:57Z,Suhani Gupta,entertainment
3284010647,bowling,2553.31,INR,2023-10-13T02:35:04Z,saumya bansal,entertainment
3289703132,WAFFLES AT CP,351.47,INR,2024-07-28T21:42:01Z,Dingal,food
3284457063,Paid back for grocery contribution.,841.29,INR,2024-04-28T14:13:07Z,Suhani Gupta,payment
3286723600,Gym membership monthly fee,1402.07,INR,2023-04-24T08:43:52Z,saumya bansal,miscellaneous
3286136118,Shhawarma roll evening,809.73,INR,2023-08-14T21:45:23Z,Prajwal sharma,food
3287722776,Sandwich and fruit pack,655.21,INR,2025-03-08T08:25:06Z,Rahul Pardasani,food
3283429729,repayment of canteen dinner tab,1975.86,INR,2024-11-22T13:48:54Z,Rohil Chaturvedi,payment
3284738752,Payment to roommate split,1715.0,USD,2023-09-11T23:54:54Z,Ronak Khemka,payment
3288837127,drinks bill,336.05,INR,2025-01-19T18:34:28Z,Rahul Pardasani,entertainment
3284330315,cleared grocery delivery balance,372.66,INR,2023-02-16T14:38:51Z,Raina,payment
3284335563,ubber,228.81,INR,2025-01-01T13:34:46Z,Dingal,transportation
3283397331,Room cleaning supplies sweeep,144.96,INR,2025-05-05T00:40:14Z,Aditi Singh,miscellaneous
3286765256,Notebooks and files for class,243.02,USD,2024-11-21T01:39:52Z,saumya bansal,education
3284154219,room cleaning spuplies amazon,1661.39,INR,2023-08-11T11:05:13Z,Ronak Khemka,miscellaneous
3287910398,House party drinks beer,2488.06,INR,2023-03-31T03:33:11Z,Aditi Singh,entertainment
1869534133,23.8 mor,212,INR,2022-08-23T03:49:39Z,Rohil Chaturvedi,transportation
3285665862,Lunch with grp at KFC,1443.25,INR,2024-07-11T15:09:09Z,Rahul Pardasani,food
3284148163,Research paper printtout for seminar,38.77,INR,2023-11-13T07:28:32Z,Siddharth Shukla,education
3284744158,PlayStation arcade gaming lunge,1007.18,INR,2024-04-25T10:57:37Z,Raina,entertainment
3285653786,Courssera specialization monthly fee,24.44,INR,2023-03-19T03:41:45Z,Suhani Gupta,education
3284177775,Netflix subscription share monthly - split,1883.26,INR,2024-04-02T22:52:39Z,Suhani Gupta,entertainment
2747678919,Pizzaaa ??,618,INR,2023-10-29T07:24:06Z,Suhani Gupta,food
